Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-02-09 00:00:00-05:00,118.82832897842698,118.82832897842698,116.86863497352854,117.18931579589844,2569558,0.0,0.0
2004-02-10 00:00:00-05:00,118.18696156887839,118.18696156887839,115.44339754915572,115.7997055053711,3694401,0.0,0.0
2004-02-11 00:00:00-05:00,115.79974931523637,118.7570956059565,115.26528717871325,117.86632537841797,3964780,0.0,0.0
2004-02-12 00:00:00-05:00,118.1157234699368,118.47203150248149,116.33419236113494,117.08243560791016,2578467,0.0,0.0
2004-02-13 00:00:00-05:00,117.58129438286825,118.18702001878259,116.58363342285156,116.58363342285156,2691691,0.0,0.0
2004-02-17 00:00:00-05:00,117.86627472585764,118.25821888989202,117.33181281901739,117.75938415527344,2493071,0.0,0.0
2004-02-18 00:00:00-05:00,117.75941481463748,118.4363946405393,116.69049072265625,116.69049072265625,2543929,0.0,0.0
2004-02-19 00:00:00-05:00,117.58125170605777,117.9375597091628,116.08476533615341,116.1560287475586,3059822,0.0,0.0
2004-02-20 00:00:00-05:00,116.8330697044854,117.18937789418261,115.79978138671885,116.51239776611328,2919454,0.0,0.0
2004-02-23 00:00:00-05:00,116.69047956681781,119.29152613118936,116.54796180053158,119.0777359008789,3468936,0.0,0.0
2004-02-24 00:00:00-05:00,119.0421630295,119.93293342735872,117.75945727815339,118.57896423339844,3524324,0.0,0.0
2004-02-25 00:00:00-05:00,118.65017987505956,118.68580705505074,117.29621122657669,117.474365234375,2800302,0.0,0.0
2004-02-26 00:00:00-05:00,117.29509362046379,117.904515741622,116.90076648221951,117.11585235595703,2783915,1.200985,0.0
2004-02-27 00:00:00-05:00,117.40270831298702,118.11967380921793,116.57820892333986,116.57820892333984,2833008,0.0,0.0
2004-03-01 00:00:00-05:00,117.18759886656117,118.04795182443127,116.54233187086358,117.54608154296875,2612989,0.0,0.0
2004-03-02 00:00:00-05:00,118.04791412037243,118.1196124545898,116.21966580748165,116.47059631347656,3153812,0.0,0.0
2004-03-03 00:00:00-05:00,116.36305474413096,117.83282962168715,116.18381346105448,117.7611312866211,2464261,0.0,0.0
2004-03-04 00:00:00-05:00,117.22342781906002,118.11962521144558,117.22342781906002,117.94038391113281,2545827,0.0,0.0
2004-03-05 00:00:00-05:00,117.04416296993764,120.0195570254784,116.8649217056875,117.47433471679688,3092962,0.0,0.0
2004-03-08 00:00:00-05:00,116.50648666680758,116.50648666680758,113.85372034010777,114.10466003417969,4570133,0.0,0.0
2004-03-09 00:00:00-05:00,113.24429371522093,113.63862096709435,112.24054416657845,113.1367416381836,9682454,0.0,0.0
2004-03-10 00:00:00-05:00,113.42356368926274,113.49525294649543,110.77079700539421,111.48776245117188,6744049,0.0,0.0
2004-03-11 00:00:00-05:00,110.84250067530365,111.66700915556206,108.47651823470446,109.05008697509766,7042754,0.0,0.0
2004-03-12 00:00:00-05:00,109.80280963816125,110.30468871819335,109.19339675277524,109.69526672363281,4680592,0.0,0.0
2004-03-15 00:00:00-05:00,110.59151047897855,110.91413933230982,108.0104432156179,108.61986541748047,5760356,0.0,0.0
2004-03-16 00:00:00-05:00,109.87453871273561,110.01793537837032,107.90289376990943,109.3368148803711,4207797,0.0,0.0
2004-03-17 00:00:00-05:00,109.6953445783593,110.59155135079067,109.3727156057926,110.26891326904297,4044930,0.0,0.0
2004-03-18 00:00:00-05:00,109.8028883441978,110.34061241145184,108.61990632725617,110.12552642822266,4445552,0.0,0.0
2004-03-19 00:00:00-05:00,109.76701757905113,110.08965558624956,107.93875982940364,108.04630279541016,6722783,0.0,0.0
2004-03-22 00:00:00-05:00,107.32934603947635,107.54443197026129,104.03131318515352,105.42938995361328,7586974,0.0,0.0
2004-03-23 00:00:00-05:00,106.7916010478802,107.04254065710562,104.64071483657158,104.67655944824219,9834229,0.0,0.0
2004-03-24 00:00:00-05:00,104.13884810374972,104.67657199834103,103.52943497722207,104.60487365722656,9769782,0.0,0.0
2004-03-25 00:00:00-05:00,104.712472099996,106.64827368077228,104.31814467868499,106.46903228759766,9245546,0.0,0.0
2004-03-26 00:00:00-05:00,107.61616971912075,110.77080703516218,107.61616971912075,107.9029541015625,11514317,0.0,0.0
2004-03-29 00:00:00-05:00,109.62358723750012,110.55564724489128,109.1575617883926,109.2651138305664,9846819,0.0,0.0
2004-03-30 00:00:00-05:00,109.15762790882054,110.05383474195753,108.6557575477728,110.01799011230469,8030210,0.0,0.0
2004-03-31 00:00:00-05:00,109.98209205799535,109.98209205799535,109.01419635555034,109.40852355957031,8304551,0.0,0.0
2004-04-01 00:00:00-05:00,109.05005590340214,111.02171041184408,108.72742699480098,109.76702117919922,7921932,0.0,0.0
2004-04-02 00:00:00-05:00,110.80659833040099,111.66696017277428,110.59151242439657,111.34432220458984,9028807,0.0,0.0
2004-04-05 00:00:00-04:00,111.0575784052814,113.20846557617186,111.02173377761932,113.20846557617188,9037816,0.0,0.0
2004-04-06 00:00:00-04:00,112.84998095895556,114.10467043449634,112.45565362460083,112.99337768554688,7902848,0.0,0.0
2004-04-07 00:00:00-04:00,113.49521488055562,113.63861156528888,112.16883653807517,112.56316375732422,5124578,0.0,0.0
2004-04-08 00:00:00-04:00,113.92541574480049,114.17635543236997,111.6669858842148,112.59903717041016,6476635,0.0,0.0
2004-04-12 00:00:00-04:00,113.10092794271385,113.78203966483218,112.74244521238371,113.35186767578125,2860036,0.0,0.0
2004-04-13 00:00:00-04:00,113.60278851242364,113.78202986214649,110.62739303804122,111.1292724609375,5411026,0.0,0.0
2004-04-14 00:00:00-04:00,109.8745268206122,110.05376807866712,108.08212334923927,109.2651138305664,5995663,0.0,0.0
2004-04-15 00:00:00-04:00,110.05382728733184,110.34061163267368,108.61990556062266,110.26891326904297,4150694,0.0,0.0
2004-04-16 00:00:00-04:00,110.69902378171776,112.3480395482309,110.34054130124315,111.9537124633789,4296641,0.0,0.0
2004-04-19 00:00:00-04:00,111.77454680764666,111.810391436263,108.97839250013142,111.48776245117188,2997573,0.0,0.0
2004-04-20 00:00:00-04:00,111.66696606359773,111.84619825527135,108.94250193432029,109.22928619384766,3422391,0.0,0.0
2004-04-21 00:00:00-04:00,109.51609373216888,110.23305908797495,107.6878448277157,110.05381774902344,5005858,0.0,0.0
2004-04-22 00:00:00-04:00,109.33683306592557,110.9141511043709,108.29723894928225,110.59152221679688,5870649,0.0,0.0
2004-04-23 00:00:00-04:00,111.12928294172191,111.12928294172191,109.51611064207533,110.01799011230469,3207251,0.0,0.0
2004-04-26 00:00:00-04:00,110.59152247131671,110.8424621239042,109.87455724059734,110.23303985595703,2769311,0.0,0.0
2004-04-27 00:00:00-04:00,110.84253213528024,111.2727042580782,109.33690237793418,109.51614379882812,4469365,0.0,0.0
2004-04-28 00:00:00-04:00,108.79912552879092,108.97836684804427,107.54443629401752,107.61613464355469,4557260,0.0,0.0
2004-04-29 00:00:00-04:00,108.0821841949713,108.83499425893193,107.47276175267017,107.72370147705078,3922647,0.0,0.0
2004-04-30 00:00:00-04:00,107.97465690593937,108.54822569436314,106.82751021990926,107.365234375,3858966,0.0,0.0
2004-05-03 00:00:00-04:00,107.9745986016403,108.8707959336789,107.6161160251538,108.61986541748047,2831376,0.0,0.0
2004-05-04 00:00:00-04:00,109.05007440453359,110.08967787448724,108.47650573025756,109.12177276611328,2901885,0.0,0.0
2004-05-05 00:00:00-04:00,106.18221805400543,109.51609609955514,106.18221805400543,109.30101013183594,2994726,0.0,0.0
2004-05-06 00:00:00-04:00,108.79911435914573,109.51607045337504,107.90290785488628,109.22928619384766,2701600,0.0,0.0
2004-05-07 00:00:00-04:00,108.69155529927627,109.87454598696254,107.4727199973968,107.54441833496094,3326453,0.0,0.0
2004-05-10 00:00:00-04:00,106.64824310567624,110.23306083225084,105.93128684770559,107.65199279785156,4724006,0.0,0.0
2004-05-11 00:00:00-04:00,107.97457212087552,108.65568338365074,107.40099467366042,108.44059753417969,3279259,0.0,0.0
2004-05-12 00:00:00-04:00,107.54444006223409,108.97837066650389,106.46899210903173,108.9783706665039,4277256,0.0,0.0
2004-05-13 00:00:00-04:00,108.08219070990684,109.26518192851621,107.9746477098845,108.79915618896484,3007898,0.0,0.0
2004-05-14 00:00:00-04:00,108.619814194741,109.15752869671866,107.40097036579607,108.11793518066406,3078690,0.0,0.0
2004-05-17 00:00:00-04:00,106.46897717508877,107.75951089424221,106.39728794227445,107.43688201904297,3315263,0.0,0.0
2004-05-18 00:00:00-04:00,107.72364467685541,109.22926401089828,107.50855880318541,109.08587646484375,3639746,0.0,0.0
2004-05-19 00:00:00-04:00,110.34054379258313,110.7707246007006,108.11795965079774,108.44059753417969,4097437,0.0,0.0
2004-05-20 00:00:00-04:00,108.47649286516149,109.15760444643821,108.15386394008715,108.36894989013672,2386275,0.0,0.0
2004-05-21 00:00:00-04:00,108.6557145208162,110.01794654591308,108.6557145208162,109.87454986572266,3649888,0.0,0.0
2004-05-24 00:00:00-04:00,110.91419836160127,110.95005210383809,109.55197477698107,110.34062957763672,3249134,0.0,0.0
2004-05-25 00:00:00-04:00,110.05378447035746,112.0612832159039,109.946241521342,111.88204193115234,3853388,0.0,0.0
2004-05-26 00:00:00-04:00,111.77450367225342,112.70655474839988,111.66696071872542,112.16883087158203,3095959,0.0,0.0
2004-05-27 00:00:00-04:00,112.20468213246858,112.81410438412831,111.30848472719981,112.06129455566406,2704530,0.0,0.0
2004-05-28 00:00:00-04:00,112.09715697747588,112.09715697747588,111.0217180985008,111.55943298339844,2918905,0.0,0.0
2004-06-01 00:00:00-04:00,111.12925644935831,111.77452339355392,110.4839895051627,111.27264404296875,3216344,0.0,0.0
2004-06-02 00:00:00-04:00,111.77454680764666,111.91793443129339,110.98588299545497,111.48776245117188,2960271,0.0,0.0
2004-06-03 00:00:00-04:00,111.4877551603832,112.27640981181915,110.91417737576162,111.1292724609375,2589974,0.0,0.0
2004-06-04 00:00:00-04:00,111.84616043189637,112.41973786616086,111.34429042473703,111.9537124633789,2955741,0.0,0.0
2004-06-07 00:00:00-04:00,112.84994460640159,113.60275440554972,112.5990140794709,113.56690979003906,3503292,0.0,0.0
2004-06-08 00:00:00-04:00,113.10091702517441,113.63864106876355,112.06132267307716,112.81413269042969,3274146,0.0,0.0
2004-06-09 00:00:00-04:00,112.5631523443751,113.20841914189364,111.66695503778298,111.77449798583984,3080289,0.0,0.0
2004-06-10 00:00:00-04:00,111.66697537018429,112.92165547153722,111.66697537018429,112.88581085205078,2663431,0.0,0.0
2004-06-14 00:00:00-04:00,112.38395887739745,113.20846730887477,112.20471751798145,113.17262268066406,2640400,0.0,0.0
2004-06-15 00:00:00-04:00,113.60274756069828,114.4989539862464,113.17257576377715,114.03292846679688,3892872,0.0,0.0
2004-06-16 00:00:00-04:00,113.92541509982703,115.14425068955299,113.74617376817498,115.10840606689453,3735584,0.0,0.0
2004-06-17 00:00:00-04:00,114.85748598208863,116.29140777083526,114.67824461984763,116.00462341308594,5163379,0.0,0.0
2004-06-18 00:00:00-04:00,115.93289823095058,117.18757826866357,115.5385618907061,116.79325103759766,10043641,0.0,0.0
2004-06-21 00:00:00-04:00,116.79327661536874,117.5460866246979,116.398949297945,116.86497497558594,3742928,0.0,0.0
2004-06-22 00:00:00-04:00,116.5064514142631,118.19131218784013,116.5064514142631,117.7611312866211,4037570,0.0,0.0
2004-06-23 00:00:00-04:00,117.79697677034858,120.05540584815112,117.33095128877773,119.8044662475586,5717608,0.0,0.0
2004-06-24 00:00:00-04:00,119.8045199352768,120.0209008190156,119.1553681200386,119.9848403930664,5701954,1.200985,0.0
2004-06-25 00:00:00-04:00,119.7323542915167,120.02086510532574,116.05382537841797,116.05382537841797,13368529,0.0,0.0
2004-06-28 00:00:00-04:00,118.28982478527418,118.3980243898192,115.80141716117346,116.52268981933594,6004622,0.0,0.0
2004-06-29 00:00:00-04:00,116.63091059948904,117.09974203622586,116.55878057137028,116.59484100341797,3381758,0.0,0.0
2004-06-30 00:00:00-04:00,116.84727478027344,117.17184611427463,115.69323115179529,116.84727478027344,4530782,0.0,0.0
2004-07-01 00:00:00-04:00,116.847243858581,117.02756427331465,114.93584929520823,115.44075012207031,5232789,0.0,0.0
2004-07-02 00:00:00-04:00,115.22442308812865,115.26048352230409,114.10643966040287,114.21463012695312,3366754,0.0,0.0
2004-07-06 00:00:00-04:00,113.96216127703842,115.00801450427583,113.60152033715879,114.79163360595703,2901985,0.0,0.0
2004-07-07 00:00:00-04:00,114.43095376889221,116.12595827894525,114.43095376889221,115.476806640625,3675733,0.0,0.0
2004-07-08 00:00:00-04:00,114.93590494653054,115.40473641903968,114.25069253717844,114.32282257080078,3575399,0.0,0.0
2004-07-09 00:00:00-04:00,115.58498284073423,116.30626438662813,115.11615166870682,116.01775360107422,4200603,0.0,0.0
2004-07-12 00:00:00-04:00,116.19808634218057,117.748839997931,115.4407443040757,117.56851959228516,3194645,0.0,0.0
2004-07-13 00:00:00-04:00,118.03738830782224,118.61441012356778,117.74887739994948,118.43408966064453,3821447,0.0,0.0
2004-07-14 00:00:00-04:00,118.28976112392341,119.876574780322,118.03731995323548,119.47987365722656,5494641,0.0,0.0
2004-07-15 00:00:00-04:00,119.40780394196558,120.9224975505901,119.01110261866884,120.34546661376953,5225728,0.0,0.0
2004-07-16 00:00:00-04:00,121.24700177576749,121.24700177576749,119.19135712003768,119.33561706542969,4212160,0.0,0.0
2004-07-19 00:00:00-04:00,120.09299605489471,120.30937687596762,118.72256280538824,119.84054565429688,3377528,0.0,0.0
2004-07-20 00:00:00-04:00,119.47992176023386,119.91269262767455,118.90290004632661,119.7684326171875,3018556,0.0,0.0
2004-07-21 00:00:00-04:00,120.20118651789147,120.63395732424534,117.56851959228516,117.56851959228516,3535465,0.0,0.0
2004-07-22 00:00:00-04:00,117.38824213656738,119.19143768875858,116.84728072170327,118.5783462524414,3066667,0.0,0.0
2004-07-23 00:00:00-04:00,118.39798923552085,118.39798923552085,115.83744319264362,117.2800064086914,2430222,0.0,0.0
2004-07-26 00:00:00-04:00,117.8209934336588,118.10950432972813,115.47683667558188,116.52268981933594,3358227,0.0,0.0
2004-07-27 00:00:00-04:00,117.20790430460139,118.65045869988471,117.02758385968832,118.2898178100586,2882051,0.0,0.0
2004-07-28 00:00:00-04:00,120.09303064948563,120.67005244791257,116.66695112079566,120.05696105957031,3731821,0.0,0.0
2004-07-29 00:00:00-04:00,120.2733334898717,120.63397435206886,118.90290004632661,119.7684326171875,2747961,0.0,0.0
2004-07-30 00:00:00-04:00,119.26356027261838,119.91271209716797,118.57833885758036,119.91271209716797,2345925,0.0,0.0
2004-08-02 00:00:00-04:00,117.74887938990628,120.27335674947327,117.74887938990628,119.94877624511719,2213583,0.0,0.0
2004-08-03 00:00:00-04:00,119.73236452308784,119.73236452308784,118.28980116675118,118.54225158691406,2629592,0.0,0.0
2004-08-04 00:00:00-04:00,117.74888307981014,118.83079674551583,117.64068346561928,118.5783462524414,2218196,0.0,0.0
2004-08-05 00:00:00-04:00,118.47012355618904,118.7947039823698,116.08990680828366,116.1980972290039,3320975,0.0,0.0
2004-08-06 00:00:00-04:00,114.68343777096722,115.26045958206718,113.31300409658826,113.67364501953125,4104532,0.0,0.0
2004-08-09 00:00:00-04:00,113.70967131506183,115.58499622024922,113.56542048759626,114.86372375488281,2666345,0.0,0.0
2004-08-10 00:00:00-04:00,115.04411188793544,115.76538477791043,114.50315034743569,115.72932434082031,2286923,0.0,0.0
2004-08-11 00:00:00-04:00,115.04402531273512,116.27019838337579,114.50306417933011,116.12593841552734,2282527,0.0,0.0
2004-08-12 00:00:00-04:00,115.33257251289622,115.51289294765317,113.9621390415475,113.99819946289062,2449307,0.0,0.0
2004-08-13 00:00:00-04:00,114.32282135040396,115.18835425256032,113.60153934992833,115.0080337524414,2711392,0.0,0.0
2004-08-16 00:00:00-04:00,114.93586410822444,116.48661804199219,114.75554367025096,116.48661804199219,2355833,0.0,0.0
2004-08-17 00:00:00-04:00,116.52263545945762,117.02753616505011,115.58497319366295,115.90955352783203,2338381,0.0,0.0
2004-08-18 00:00:00-04:00,115.76533345067493,118.21768951416014,115.44076216869607,118.21768951416016,2964317,0.0,0.0
2004-08-19 00:00:00-04:00,117.67667633905876,118.0733774523875,116.59475421468954,117.9651870727539,2331170,0.0,0.0
2004-08-20 00:00:00-04:00,117.78493127457915,118.28982304426397,117.17183990194182,117.74887084960938,2709310,0.0,0.0
2004-08-23 00:00:00-04:00,117.85701815018511,118.07339894884664,117.06360661506243,117.24392700195312,2231868,0.0,0.0
2004-08-24 00:00:00-04:00,117.929223607297,118.10953494556084,116.88336102841734,117.67677307128906,2641549,0.0,0.0
2004-08-25 00:00:00-04:00,117.28007602090082,118.97508147462123,116.9194350028285,118.25379943847656,2621232,0.0,0.0
2004-08-26 00:00:00-04:00,118.10953936563786,118.65050089274635,117.71283791136807,118.25379943847656,1518920,0.0,0.0
2004-08-27 00:00:00-04:00,118.10949535666805,118.50620582714336,117.74886363699574,118.18162536621094,1311624,0.0,0.0
2004-08-30 00:00:00-04:00,117.67673089620655,118.10949261537746,117.38822002875234,117.4603500366211,1561402,0.0,0.0
2004-08-31 00:00:00-04:00,117.17187638425958,118.32592947489593,116.52272438453426,118.25379943847656,2767462,0.0,0.0
2004-09-01 00:00:00-04:00,118.25377490193645,118.90292676696889,117.64068346561928,118.5783462524414,1915511,0.0,0.0
2004-09-02 00:00:00-04:00,118.65040184092538,119.58806403952379,118.21764031173646,119.47987365722656,2303776,0.0,0.0
2004-09-03 00:00:00-04:00,119.01111147639007,119.44388242021027,118.21770877074549,118.43408966064453,1942556,0.0,0.0
2004-09-07 00:00:00-04:00,119.1914135156455,120.77822784567954,119.11928350882107,120.23726654052734,3162538,0.0,0.0
2004-09-08 00:00:00-04:00,120.23734978214965,121.60778420449772,120.20128933578273,121.39140319824219,4495044,0.0,0.0
2004-09-09 00:00:00-04:00,121.17493198579383,122.72568593088153,121.13887156354424,122.11259460449219,4358190,0.0,0.0
2004-09-10 00:00:00-04:00,121.89625009127259,122.6535924965136,120.88645716294337,122.18476104736328,2704680,0.0,0.0
2004-09-13 00:00:00-04:00,122.1847202697345,122.7978115743304,121.57163812915918,121.71588897705078,2851493,0.0,0.0
2004-09-14 00:00:00-04:00,121.1749187045825,121.9683303833008,120.8864078661449,121.96833038330078,2302993,0.0,0.0
2004-09-15 00:00:00-04:00,121.96832296399317,121.96832296399317,120.77821010032001,120.92247009277344,2091833,0.0,0.0
2004-09-16 00:00:00-04:00,121.10279050133057,121.75194213933236,120.81427051642369,120.92247009277344,1576173,0.0,0.0
2004-09-17 00:00:00-04:00,121.53554855085312,123.48300340717621,121.53554855085312,123.41087341308594,4893734,0.0,0.0
2004-09-20 00:00:00-04:00,122.79778765791139,124.31247166788256,122.68959725205899,123.37480926513672,3293764,0.0,0.0
2004-09-21 00:00:00-04:00,123.41093198716918,124.52891535212613,122.72571962813936,124.27647399902344,2539999,0.0,0.0
2004-09-22 00:00:00-04:00,123.33879890418675,123.51911937512413,121.5716637874138,122.36506652832031,3393848,0.0,0.0
2004-09-23 00:00:00-04:00,122.51020648683863,122.51020648683863,121.1679300062453,121.240478515625,2537334,1.200985,0.0
2004-09-24 00:00:00-04:00,121.5306584327199,121.60321613552036,120.47860400636962,121.20416259765625,2218846,0.0,0.0
2004-09-27 00:00:00-04:00,120.152099609375,120.84137469096484,119.7530460999471,120.152099609375,2815306,0.0,0.0
2004-09-28 00:00:00-04:00,120.4423237403948,121.42182041495649,119.8618805837391,120.84137725830078,2567859,0.0,0.0
2004-09-29 00:00:00-04:00,121.34925842285156,121.8208695874189,120.73253187609855,121.34925842285156,2407441,0.0,0.0
2004-09-30 00:00:00-04:00,121.16783830944551,121.929670828293,120.80505916364098,121.82083892822266,3502076,0.0,0.0
2004-10-01 00:00:00-04:00,122.25621187279978,123.30826625482227,122.07482223262089,123.2357177734375,2613322,0.0,0.0
2004-10-04 00:00:00-04:00,123.3445109371264,124.28773308218537,122.94545754152968,123.77983856201172,2586744,0.0,0.0
2004-10-05 00:00:00-04:00,123.67106139993783,123.77989335433463,122.6915645920069,123.52595520019531,2080642,0.0,0.0
2004-10-06 00:00:00-04:00,123.67099741686933,124.79560906106754,123.09055448148088,124.72306060791016,2387940,0.0,0.0
2004-10-07 00:00:00-04:00,123.85249104982952,124.72316540282523,123.16321563720703,123.16321563720703,2322944,0.0,0.0
2004-10-08 00:00:00-04:00,123.27200916227662,124.43289564622356,121.53067021799643,122.4013442993164,3055459,0.0,0.0
2004-10-11 00:00:00-04:00,122.61902285569872,123.7073609781565,122.54646513719601,123.3445816040039,1461684,0.0,0.0
2004-10-12 00:00:00-04:00,122.61902069326331,124.07013816428265,122.25624132550847,123.4171371459961,2015246,0.0,0.0
2004-10-13 00:00:00-04:00,124.25148281357504,124.36031474078354,121.71202815970906,122.29248046875,2552455,0.0,0.0
2004-10-14 00:00:00-04:00,122.2562008572424,122.61898010491298,121.16787233258839,121.38553619384766,2108336,0.0,0.0
2004-10-15 00:00:00-04:00,121.60318895332962,122.54641122381844,121.16786127055438,121.71202087402344,2518683,0.0,0.0
2004-10-18 00:00:00-04:00,121.16786011396921,123.45335808179395,120.51485937768261,122.94547271728516,2521031,0.0,0.0
2004-10-19 00:00:00-04:00,122.909269847251,123.70738647857866,121.24048806949908,121.27677154541016,2727562,0.0,0.0
2004-10-20 00:00:00-04:00,121.45812278856401,121.6757867016174,119.93444774211072,120.51490020751953,2733973,0.0,0.0
2004-10-21 00:00:00-04:00,120.26097472583714,121.53069340763801,119.71680562576753,121.05908203125,2775006,0.0,0.0
2004-10-22 00:00:00-04:00,121.05897357839386,121.34920421311189,118.773476467639,119.53530883789062,2746762,0.0,0.0
2004-10-25 00:00:00-04:00,120.0796470041755,120.0796470041755,118.44714807972406,119.35408782958984,2441813,0.0,0.0
